# 0.777288
中	CHN	丨	O/0.999771	O/0.999771	R-B/0.000229	R-I/0.000000
关	CHN	丷	R-I/0.993911	O/0.006066	R-B/0.000023	R-I/0.993911
节	CHN	艹	R-I/0.993340	O/0.006656	R-B/0.000003	R-I/0.993340
屈	CHN	尸	O/0.992805	O/0.992805	R-B/0.004583	R-I/0.002612
伸	CHN	亻	O/0.999941	O/0.999941	R-B/0.000000	R-I/0.000059
活	CHN	氵	O/0.999994	O/0.999994	R-B/0.000005	R-I/0.000000
动	CHN	力	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
受	CHN	又	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
限	CHN	阝	O/0.999990	O/0.999990	R-B/0.000010	R-I/0.000000
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
腰	CHN	月	R-B/0.999975	O/0.000025	R-B/0.999975	R-I/0.000000
椎	CHN	木	R-I/0.999831	O/0.000161	R-B/0.000008	R-I/0.999831
活	CHN	氵	O/0.999933	O/0.999933	R-B/0.000005	R-I/0.000062
动	CHN	力	O/0.999994	O/0.999994	R-B/0.000000	R-I/0.000006
受	CHN	又	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
限	CHN	阝	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
腰	CHN	月	R-B/0.999990	O/0.000009	R-B/0.999990	R-I/0.000000
部	CHN	阝	R-I/0.999665	O/0.000313	R-B/0.000021	R-I/0.999665
压	CHN	厂	R-B/0.998734	O/0.000011	R-B/0.998734	R-I/0.001255
痛	CHN	疒	R-I/0.999981	O/0.000014	R-B/0.000005	R-I/0.999981
叩	CHN	口	R-B/0.998683	O/0.000078	R-B/0.998683	R-I/0.001239
击	CHN	凵	R-I/0.999831	O/0.000081	R-B/0.000088	R-I/0.999831
痛	CHN	疒	R-I/0.999891	O/0.000108	R-B/0.000001	R-I/0.999891
阳	CHN	阝	O/0.999993	O/0.999993	R-B/0.000003	R-I/0.000004
性	CHN	忄	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
无	CHN	无	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
双	CHN	又	R-B/0.999987	O/0.000012	R-B/0.999987	R-I/0.000001
下	CHN	一	R-I/0.999992	O/0.000003	R-B/0.000005	R-I/0.999992
肢	CHN	月	R-I/0.999981	O/0.000017	R-B/0.000002	R-I/0.999981
放	CHN	攵	O/0.999944	O/0.999944	R-B/0.000053	R-I/0.000002
射	CHN	寸	O/0.999987	O/0.999987	R-B/0.000004	R-I/0.000009
性	CHN	忄	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
疼	CHN	疒	R-B/0.999815	O/0.000185	R-B/0.999815	R-I/0.000000
痛	CHN	疒	R-I/0.999796	O/0.000204	R-B/0.000001	R-I/0.999796
,	PUNC	-	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
右	CHN	口	R-B/0.999954	O/0.000045	R-B/0.999954	R-I/0.000001
膝	CHN	月	R-I/0.999938	O/0.000002	R-B/0.000059	R-I/0.999938
部	CHN	阝	R-I/0.999692	O/0.000308	R-B/0.000001	R-I/0.999692
可	CHN	口	O/0.999993	O/0.999993	R-B/0.000004	R-I/0.000002
见	CHN	见	O/0.999965	O/0.999965	R-B/0.000034	R-I/0.000001
3	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
.	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
0	NUM	-	O/0.999960	O/0.999960	R-B/0.000040	R-I/0.000000
*	PUNC	-	O/0.999998	O/0.999998	R-B/0.000000	R-I/0.000002
2	NUM	-	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000000
.	PUNC	-	O/0.999994	O/0.999994	R-B/0.000006	R-I/0.000001
5	NUM	-	O/0.988997	O/0.988997	R-B/0.010993	R-I/0.000010
c	ENG	-	O/0.988403	O/0.988403	R-B/0.000541	R-I/0.011056
m	ENG	-	O/0.988287	O/0.988287	R-B/0.000061	R-I/0.011652
皮	CHN	皮	O/0.965839	O/0.965839	R-B/0.022454	R-I/0.011707
肤	CHN	月	O/0.966696	O/0.966696	R-B/0.000019	R-I/0.033285
挫	CHN	扌	O/0.982901	O/0.982901	R-B/0.016498	R-I/0.000601
伤	CHN	亻	O/0.982967	O/0.982967	R-B/0.000089	R-I/0.016944
,	PUNC	-	O/0.999997	O/0.999997	R-B/0.000001	R-I/0.000002
右	CHN	口	R-B/0.878703	O/0.121289	R-B/0.878703	R-I/0.000007
踝	CHN	足	R-I/0.878263	O/0.120994	R-B/0.000742	R-I/0.878263
内	CHN	冂	R-I/0.827886	O/0.171979	R-B/0.000135	R-I/0.827886
侧	CHN	亻	R-I/0.825726	O/0.174267	R-B/0.000006	R-I/0.825726
可	CHN	口	O/0.999948	O/0.999948	R-B/0.000001	R-I/0.000050
见	CHN	见	O/0.999996	O/0.999996	R-B/0.000001	R-I/0.000004
1	NUM	-	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
.	PUNC	-	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
5	NUM	-	O/0.999978	O/0.999978	R-B/0.000021	R-I/0.000000
*	PUNC	-	O/0.999990	O/0.999990	R-B/0.000000	R-I/0.000010
1	NUM	-	O/0.999967	O/0.999967	R-B/0.000025	R-I/0.000008
.	PUNC	-	O/0.999911	O/0.999911	R-B/0.000052	R-I/0.000037
0	NUM	-	O/0.991749	O/0.991749	R-B/0.008112	R-I/0.000139
c	ENG	-	O/0.987355	O/0.987355	R-B/0.004173	R-I/0.008472
m	ENG	-	O/0.987014	O/0.987014	R-B/0.000211	R-I/0.012775
皮	CHN	皮	O/0.835451	O/0.835451	R-B/0.151504	R-I/0.013046
肤	CHN	月	O/0.834019	O/0.834019	R-B/0.002010	R-I/0.163971
挫	CHN	扌	O/0.985959	O/0.985959	R-B/0.013835	R-I/0.000206
伤	CHN	亻	O/0.985966	O/0.985966	R-B/0.000086	R-I/0.013948
,	PUNC	-	O/0.999997	O/0.999997	R-B/0.000000	R-I/0.000003
未	CHN	木	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
见	CHN	见	O/0.999981	O/0.999981	R-B/0.000019	R-I/0.000000
血	CHN	血	O/0.970618	O/0.970618	R-B/0.029378	R-I/0.000004
性	CHN	忄	O/0.999372	O/0.999372	R-B/0.000000	R-I/0.000628
渗	CHN	氵	R-B/0.997908	O/0.002076	R-B/0.997908	R-I/0.000016
出	CHN	凵	R-I/0.997886	O/0.002104	R-B/0.000011	R-I/0.997886
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
局	CHN	尸	O/0.969913	O/0.969913	R-B/0.030087	R-I/0.000000
部	CHN	阝	O/0.969631	O/0.969631	R-B/0.000283	R-I/0.030086
红	CHN	纟	R-B/0.999787	O/0.000206	R-B/0.999787	R-I/0.000007
肿	CHN	月	R-I/0.999794	O/0.000204	R-B/0.000002	R-I/0.999794
,	PUNC	-	O/0.999995	O/0.999995	R-B/0.000000	R-I/0.000005
压	CHN	厂	R-B/0.999975	O/0.000025	R-B/0.999975	R-I/0.000000
痛	CHN	疒	R-I/0.999925	O/0.000045	R-B/0.000029	R-I/0.999925
叩	CHN	口	R-B/0.998905	O/0.000381	R-B/0.998905	R-I/0.000714
击	CHN	凵	R-I/0.999571	O/0.000390	R-B/0.000039	R-I/0.999571
痛	CHN	疒	R-I/0.999587	O/0.000411	R-B/0.000002	R-I/0.999587
阳	CHN	阝	O/0.999986	O/0.999986	R-B/0.000008	R-I/0.000006
性	CHN	忄	O/0.999997	O/0.999997	R-B/0.000001	R-I/0.000002
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
双	CHN	又	R-B/0.999725	O/0.000274	R-B/0.999725	R-I/0.000001
下	CHN	一	R-I/0.999602	O/0.000102	R-B/0.000295	R-I/0.999602
肢	CHN	月	R-I/0.999871	O/0.000127	R-B/0.000002	R-I/0.999871
无	CHN	无	O/0.999976	O/0.999976	R-B/0.000006	R-I/0.000019
水	CHN	水	R-B/0.999857	O/0.000143	R-B/0.999857	R-I/0.000000
肿	CHN	月	R-I/0.999842	O/0.000156	R-B/0.000002	R-I/0.999842
,	PUNC	-	O/0.999946	O/0.999946	R-B/0.000031	R-I/0.000023
四	CHN	囗	R-B/0.999997	O/0.000001	R-B/0.999997	R-I/0.000002
肢	CHN	月	R-I/0.999997	O/0.000001	R-B/0.000002	R-I/0.999997
皮	CHN	皮	R-I/0.999418	O/0.000127	R-B/0.000455	R-I/0.999418
肤	CHN	月	R-I/0.999803	O/0.000179	R-B/0.000018	R-I/0.999803
感	CHN	心	O/0.999987	O/0.999987	R-B/0.000001	R-I/0.000012
觉	CHN	见	O/0.999985	O/0.999985	R-B/0.000014	R-I/0.000001
正	CHN	止	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
常	CHN	巾	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
肌	CHN	月	R-B/0.999994	O/0.000006	R-B/0.999994	R-I/0.000000
力	CHN	力	R-I/0.996667	O/0.003329	R-B/0.000004	R-I/0.996667
正	CHN	止	O/0.999883	O/0.999883	R-B/0.000004	R-I/0.000113
常	CHN	巾	O/0.999971	O/0.999971	R-B/0.000000	R-I/0.000029
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
肌	CHN	月	R-B/0.999662	O/0.000338	R-B/0.999662	R-I/0.000000
张	CHN	弓	R-I/0.989750	O/0.010046	R-B/0.000204	R-I/0.989750
力	CHN	力	R-I/0.989686	O/0.010308	R-B/0.000006	R-I/0.989686
不	CHN	一	O/0.999983	O/0.999983	R-B/0.000000	R-I/0.000016
高	CHN	高	O/0.999995	O/0.999995	R-B/0.000000	R-I/0.000005
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
各	CHN	口	R-B/0.854509	O/0.145470	R-B/0.854509	R-I/0.000021
足	CHN	足	R-I/0.853739	O/0.004193	R-B/0.142069	R-I/0.853739
趾	CHN	足	R-I/0.995736	O/0.004233	R-B/0.000031	R-I/0.995736
活	CHN	氵	O/0.999413	O/0.999413	R-B/0.000005	R-I/0.000582
动	CHN	力	O/0.999965	O/0.999965	R-B/0.000000	R-I/0.000035
功	CHN	力	O/0.999972	O/0.999972	R-B/0.000003	R-I/0.000024
能	CHN	月	O/0.999420	O/0.999420	R-B/0.000552	R-I/0.000028
无	CHN	无	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
障	CHN	阝	O/0.998836	O/0.998836	R-B/0.001164	R-I/0.000000
碍	CHN	石	O/0.998781	O/0.998781	R-B/0.000043	R-I/0.001176
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
足	CHN	足	R-B/0.999150	O/0.000849	R-B/0.999150	R-I/0.000001
背	CHN	月	R-I/0.994757	O/0.002417	R-B/0.002827	R-I/0.994757
伸	CHN	亻	O/0.805998	O/0.805998	R-B/0.000253	R-I/0.193749
力	CHN	力	O/0.805969	O/0.805969	R-B/0.000070	R-I/0.193961
正	CHN	止	O/0.999998	O/0.999998	R-B/0.000000	R-I/0.000002
常	CHN	巾	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
足	CHN	足	R-B/0.999994	O/0.000004	R-B/0.999994	R-I/0.000001
背	CHN	月	R-I/0.999228	O/0.000000	R-B/0.000772	R-I/0.999228
动	CHN	力	R-I/0.999899	O/0.000061	R-B/0.000041	R-I/0.999899
脉	CHN	月	R-I/0.999907	O/0.000090	R-B/0.000002	R-I/0.999907
可	CHN	口	O/0.999982	O/0.999982	R-B/0.000002	R-I/0.000016
触	CHN	角	O/0.999779	O/0.999779	R-B/0.000219	R-I/0.000002
及	CHN	又	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
肌	CHN	月	R-B/0.999798	O/0.000202	R-B/0.999798	R-I/0.000000
力	CHN	力	R-I/0.997491	O/0.002508	R-B/0.000001	R-I/0.997491
正	CHN	止	O/0.999920	O/0.999920	R-B/0.000004	R-I/0.000076
常	CHN	巾	O/0.999971	O/0.999971	R-B/0.000000	R-I/0.000029
。	PUNC	-	O/0.999997	O/0.999997	R-B/0.000002	R-I/0.000001
双	CHN	又	R-B/0.998704	O/0.001264	R-B/0.998704	R-I/0.000032
侧	CHN	亻	R-I/0.998753	O/0.001236	R-B/0.000011	R-I/0.998753
肱	CHN	月	R-I/0.998758	O/0.001220	R-B/0.000023	R-I/0.998758
二	CHN	二	R-I/0.998594	O/0.001406	R-B/0.000000	R-I/0.998594
、	PUNC	-	R-I/0.957431	O/0.042512	R-B/0.000057	R-I/0.957431
三	CHN	一	R-I/0.957465	O/0.021807	R-B/0.020728	R-I/0.957465
头	CHN	大	R-I/0.978211	O/0.021508	R-B/0.000280	R-I/0.978211
肌	CHN	月	R-I/0.978228	O/0.021668	R-B/0.000104	R-I/0.978228
反	CHN	又	R-I/0.933448	O/0.065997	R-B/0.000554	R-I/0.933448
射	CHN	寸	R-I/0.933578	O/0.066422	R-B/0.000001	R-I/0.933578
、	PUNC	-	O/0.999123	O/0.999123	R-B/0.000004	R-I/0.000873
膝	CHN	月	R-B/0.961396	O/0.037019	R-B/0.961396	R-I/0.001585
腱	CHN	月	R-I/0.962809	O/0.037001	R-B/0.000191	R-I/0.962809
反	CHN	又	R-I/0.958090	O/0.041564	R-B/0.000346	R-I/0.958090
射	CHN	寸	R-I/0.958380	O/0.041573	R-B/0.000048	R-I/0.958380
正	CHN	止	O/0.999995	O/0.999995	R-B/0.000000	R-I/0.000005
常	CHN	巾	O/0.999999	O/0.999999	R-B/0.000000	R-I/0.000001
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
双	CHN	又	O/0.998927	O/0.998927	R-B/0.001073	R-I/0.000000
侧	CHN	亻	O/0.998910	O/0.998910	R-B/0.000021	R-I/0.001069
巴	CHN	巳	R-B/0.998609	O/0.000287	R-B/0.998609	R-I/0.001104
彬	CHN	彡	R-I/0.999723	O/0.000121	R-B/0.000156	R-I/0.999723
斯	CHN	斤	R-I/0.999836	O/0.000112	R-B/0.000053	R-I/0.999836
基	CHN	土	R-I/0.999849	O/0.000107	R-B/0.000044	R-I/0.999849
氏	CHN	氏	R-I/0.999859	O/0.000129	R-B/0.000012	R-I/0.999859
征	CHN	彳	R-I/0.999802	O/0.000198	R-B/0.000000	R-I/0.999802
、	PUNC	-	O/0.999970	O/0.999970	R-B/0.000000	R-I/0.000029
克	CHN	十	R-B/0.999960	O/0.000014	R-B/0.999960	R-I/0.000026
尼	CHN	尸	R-I/0.999949	O/0.000011	R-B/0.000040	R-I/0.999949
格	CHN	木	R-I/0.999969	O/0.000019	R-B/0.000012	R-I/0.999969
氏	CHN	氏	R-I/0.999827	O/0.000156	R-B/0.000016	R-I/0.999827
征	CHN	彳	R-I/0.998287	O/0.001695	R-B/0.000018	R-I/0.998287
阴	CHN	阝	O/0.999882	O/0.999882	R-B/0.000012	R-I/0.000106
性	CHN	忄	O/0.999992	O/0.999992	R-B/0.000000	R-I/0.000008
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
5	NUM	-	O/0.999996	O/0.999996	R-B/0.000004	R-I/0.000000
辅	CHN	车	O/0.999998	O/0.999998	R-B/0.000001	R-I/0.000001
助	CHN	力	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
检	CHN	木	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
查	CHN	木	O/0.999995	O/0.999995	R-B/0.000001	R-I/0.000005
:	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
本	CHN	木	O/0.999994	O/0.999994	R-B/0.000006	R-I/0.000000
院	CHN	阝	O/0.999997	O/0.999997	R-B/0.000000	R-I/0.000002
(	PUNC	-	O/0.999993	O/0.999993	R-B/0.000006	R-I/0.000000
2	NUM	-	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
0	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
1	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
6	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
/	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
1	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
1	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
/	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
2	NUM	-	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
8	NUM	-	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
)	PUNC	-	O/0.999996	O/0.999996	R-B/0.000003	R-I/0.000001
左	CHN	工	O/0.692632	O/0.692632	R-B/0.307363	R-I/0.000005
手	CHN	手	O/0.695955	O/0.695955	R-B/0.000302	R-I/0.303743
正	CHN	止	O/0.755643	O/0.755643	R-B/0.000009	R-I/0.244348
斜	CHN	斗	O/0.765060	O/0.765060	R-B/0.000619	R-I/0.234321
位	CHN	亻	O/0.765562	O/0.765562	R-B/0.000006	R-I/0.234433
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
头	CHN	大	R-B/0.999855	O/0.000145	R-B/0.999855	R-I/0.000001
颅	CHN	页	R-I/0.999727	O/0.000266	R-B/0.000007	R-I/0.999727
及	CHN	又	R-I/0.535204	O/0.464730	R-B/0.000066	R-I/0.535204
腹	CHN	月	R-I/0.534679	O/0.000000	R-B/0.465321	R-I/0.534679
部	CHN	阝	R-I/1.000000	O/0.000000	R-B/0.000000	R-I/1.000000
C	ENG	-	R-I/0.999645	O/0.000025	R-B/0.000329	R-I/0.999645
T	ENG	-	R-I/0.999968	O/0.000028	R-B/0.000004	R-I/0.999968
、	PUNC	-	O/0.998465	O/0.998465	R-B/0.000000	R-I/0.001535
左	CHN	工	R-B/0.998353	O/0.000103	R-B/0.998353	R-I/0.001544
侧	CHN	亻	R-I/0.999930	O/0.000067	R-B/0.000003	R-I/0.999930
肱	CHN	月	R-I/0.999922	O/0.000003	R-B/0.000075	R-I/0.999922
骨	CHN	骨	R-I/0.999996	O/0.000002	R-B/0.000001	R-I/0.999996
、	PUNC	-	R-I/0.993075	O/0.006882	R-B/0.000043	R-I/0.993075
尺	CHN	尸	R-I/0.993138	O/0.000220	R-B/0.006642	R-I/0.993138
桡	CHN	木	R-I/0.999756	O/0.000096	R-B/0.000148	R-I/0.999756
骨	CHN	骨	R-I/0.999831	O/0.000040	R-B/0.000129	R-I/0.999831
正	CHN	止	R-I/0.999704	O/0.000199	R-B/0.000096	R-I/0.999704
侧	CHN	亻	R-I/0.999773	O/0.000226	R-B/0.000001	R-I/0.999773
位	CHN	亻	R-I/0.999751	O/0.000248	R-B/0.000000	R-I/0.999751
、	PUNC	-	R-I/0.978854	O/0.021146	R-B/0.000000	R-I/0.978854
腰	CHN	月	R-I/0.974802	O/0.000000	R-B/0.025198	R-I/0.974802
椎	CHN	木	R-I/0.999992	O/0.000000	R-B/0.000008	R-I/0.999992
正	CHN	止	R-I/0.999876	O/0.000119	R-B/0.000005	R-I/0.999876
侧	CHN	亻	R-I/0.999879	O/0.000120	R-B/0.000000	R-I/0.999879
位	CHN	亻	R-I/0.999185	O/0.000815	R-B/0.000000	R-I/0.999185
及	CHN	又	O/0.995775	O/0.995775	R-B/0.000003	R-I/0.004222
骨	CHN	骨	R-B/0.995217	O/0.001191	R-B/0.995217	R-I/0.003593
盆	CHN	皿	R-I/0.998511	O/0.001168	R-B/0.000321	R-I/0.998511
正	CHN	止	R-I/0.965498	O/0.034297	R-B/0.000205	R-I/0.965498
位	CHN	亻	R-I/0.965296	O/0.034669	R-B/0.000036	R-I/0.965296
:	PUNC	-	O/0.999899	O/0.999899	R-B/0.000000	R-I/0.000100
未	CHN	木	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
见	CHN	见	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
异	CHN	廾	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
常	CHN	巾	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
。	PUNC	-	O/0.999997	O/0.999997	R-B/0.000003	R-I/0.000000
腰	CHN	月	R-B/0.999658	O/0.000295	R-B/0.999658	R-I/0.000047
3	NUM	-	R-I/0.998112	O/0.001396	R-B/0.000492	R-I/0.998112
-	PUNC	-	R-I/0.998614	O/0.000860	R-B/0.000527	R-I/0.998614
骶	CHN	骨	R-I/0.999193	O/0.000001	R-B/0.000806	R-I/0.999193
1	NUM	-	R-I/0.999988	O/0.000007	R-B/0.000005	R-I/0.999988
间	CHN	门	R-I/0.999992	O/0.000006	R-B/0.000002	R-I/0.999992
盘	CHN	皿	R-I/0.999993	O/0.000007	R-B/0.000000	R-I/0.999993
C	ENG	-	R-I/0.998356	O/0.000014	R-B/0.001630	R-I/0.998356
T	ENG	-	R-I/0.999979	O/0.000020	R-B/0.000000	R-I/0.999979
平	CHN	干	O/0.686832	O/0.686832	R-B/0.000337	R-I/0.312831
扫	CHN	扌	O/0.701012	O/0.701012	R-B/0.000033	R-I/0.298954
示	CHN	示	O/0.999950	O/0.999950	R-B/0.000000	R-I/0.000050
:	PUNC	-	O/0.999996	O/0.999996	R-B/0.000003	R-I/0.000001
椎	CHN	木	R-B/0.944660	O/0.054957	R-B/0.944660	R-I/0.000383
间	CHN	门	R-I/0.944915	O/0.054997	R-B/0.000088	R-I/0.944915
盘	CHN	皿	R-I/0.913934	O/0.086060	R-B/0.000006	R-I/0.913934
突	CHN	穴	O/0.995283	O/0.995283	R-B/0.000010	R-I/0.004707
出	CHN	凵	O/0.995453	O/0.995453	R-B/0.000079	R-I/0.004468
(	PUNC	-	O/0.999021	O/0.999021	R-B/0.000054	R-I/0.000925
L	ENG	-	O/0.905367	O/0.905367	R-B/0.093623	R-I/0.001010
5	NUM	-	O/0.905687	O/0.905687	R-B/0.000296	R-I/0.094016
-	PUNC	-	O/0.905631	O/0.905631	R-B/0.000063	R-I/0.094306
S	ENG	-	O/0.905505	O/0.905505	R-B/0.000027	R-I/0.094468
1	NUM	-	O/0.994031	O/0.994031	R-B/0.000000	R-I/0.005969
)	PUNC	-	O/0.998374	O/0.998374	R-B/0.000000	R-I/0.001626
。	PUNC	-	O/0.999984	O/0.999984	R-B/0.000011	R-I/0.000006

# 0.002600
1	NUM	-	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
@	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
患	CHN	心	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
者	CHN	耂	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
女	CHN	女	O/0.999982	O/0.999982	R-B/0.000018	R-I/0.000000
性	CHN	忄	O/0.999988	O/0.999988	R-B/0.000000	R-I/0.000012
,	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
3	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
1	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
岁	CHN	山	O/0.999991	O/0.999991	R-B/0.000009	R-I/0.000001
2	NUM	-	O/0.999996	O/0.999996	R-B/0.000003	R-I/0.000000
既	CHN	旡	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
往	CHN	彳	O/0.999997	O/0.999997	R-B/0.000003	R-I/0.000000
曾	CHN	曰	O/0.999965	O/0.999965	R-B/0.000033	R-I/0.000002
于	CHN	二	O/0.999762	O/0.999762	R-B/0.000224	R-I/0.000014
承	CHN	手	O/0.998656	O/0.998656	R-B/0.001109	R-I/0.000235
德	CHN	彳	O/0.998560	O/0.998560	R-B/0.000121	R-I/0.001319
市	CHN	巾	O/0.998789	O/0.998789	R-B/0.000002	R-I/0.001209
2	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
6	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
6	NUM	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
医	CHN	匚	O/0.999995	O/0.999995	R-B/0.000005	R-I/0.000000
院	CHN	阝	O/0.999989	O/0.999989	R-B/0.000010	R-I/0.000001
行	CHN	行	O/0.999947	O/0.999947	R-B/0.000044	R-I/0.000009
颈	CHN	页	R-B/0.999813	O/0.000014	R-B/0.999813	R-I/0.000173
椎	CHN	木	R-I/0.999945	O/0.000015	R-B/0.000040	R-I/0.999945
手	CHN	手	R-I/0.995931	O/0.004063	R-B/0.000006	R-I/0.995931
术	CHN	木	R-I/0.988432	O/0.011568	R-B/0.000000	R-I/0.988432
(	PUNC	-	O/0.999684	O/0.999684	R-B/0.000000	R-I/0.000316
具	CHN	八	O/0.999947	O/0.999947	R-B/0.000001	R-I/0.000053
体	CHN	亻	O/0.999949	O/0.999949	R-B/0.000003	R-I/0.000049
不	CHN	一	O/0.999969	O/0.999969	R-B/0.000006	R-I/0.000025
详	CHN	讠	O/0.999963	O/0.999963	R-B/0.000005	R-I/0.000032
)	PUNC	-	O/0.999957	O/0.999957	R-B/0.000016	R-I/0.000027
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
1	NUM	-	O/0.999991	O/0.999991	R-B/0.000009	R-I/0.000000
年	CHN	干	O/0.999991	O/0.999991	R-B/0.000004	R-I/0.000005
前	CHN	刂	O/0.999201	O/0.999201	R-B/0.000792	R-I/0.000007
曾	CHN	曰	O/0.999176	O/0.999176	R-B/0.000053	R-I/0.000771
于	CHN	二	O/0.999998	O/0.999998	R-B/0.000000	R-I/0.000001
承	CHN	手	O/0.999994	O/0.999994	R-B/0.000005	R-I/0.000000
德	CHN	彳	O/0.999993	O/0.999993	R-B/0.000005	R-I/0.000002
市	CHN	巾	O/0.999988	O/0.999988	R-B/0.000010	R-I/0.000002
市	CHN	巾	O/0.999996	O/0.999996	R-B/0.000003	R-I/0.000000
医	CHN	匚	O/0.999999	O/0.999999	R-B/0.000001	R-I/0.000000
院	CHN	阝	O/0.999998	O/0.999998	R-B/0.000002	R-I/0.000000
行	CHN	行	O/0.999306	O/0.999306	R-B/0.000692	R-I/0.000002
宫	CHN	宀	R-B/0.997604	O/0.001653	R-B/0.997604	R-I/0.000743
颈	CHN	页	R-I/0.991932	O/0.000002	R-B/0.008066	R-I/0.991932
楔	CHN	木	R-I/0.999935	O/0.000030	R-B/0.000035	R-I/0.999935
形	CHN	彡	R-I/0.998680	O/0.001318	R-B/0.000002	R-I/0.998680
切	CHN	刀	R-I/0.997338	O/0.002460	R-B/0.000202	R-I/0.997338
除	CHN	阝	R-I/0.996990	O/0.003002	R-B/0.000008	R-I/0.996990
术	CHN	木	R-I/0.980505	O/0.019495	R-B/0.000000	R-I/0.980505
。	PUNC	-	O/1.000000	O/1.000000	R-B/0.000000	R-I/0.000000
否	CHN	口	O/0.999916	O/0.999916	R-B/0.000084	R-I/0.000000
认	CHN	讠	O/0.999958	O/0.999958	R-B/0.000006	R-I/0.000036
高	CHN	高	R-B/0.999949	O/0.000022	R-B/0.999949	R-I/0.000029
血	CHN	血	R-I/0.999965	O/0.000004	R-B/0.000031	R-I/0.999965
