# 0.000976
①	OTHER	O/0.944913	Bo-B/0.006526	Bo-I/0.006098	Ch-B/0.005691	Ch-I/0.003847	DT-B/0.001284	DT-I/0.001297	O/0.944913	Si-B/0.002545	Si-I/0.001000	Sy-B/0.008803	Sy-I/0.011777	Tr-B/0.001827	Tr-I/0.001805	unct-B/0.001245	unct-I/0.001342
平	CHN	O/0.993235	Bo-B/0.000029	Bo-I/0.003057	Ch-B/0.000007	Ch-I/0.002081	DT-B/0.000008	DT-I/0.000151	O/0.993235	Si-B/0.000008	Si-I/0.000142	Sy-B/0.000062	Sy-I/0.000109	Tr-B/0.000021	Tr-I/0.000378	unct-B/0.000046	unct-I/0.000665
软	CHN	O/0.998346	Bo-B/0.000004	Bo-I/0.000052	Ch-B/0.000006	Ch-I/0.000343	DT-B/0.000002	DT-I/0.000065	O/0.998346	Si-B/0.000004	Si-I/0.000141	Sy-B/0.000019	Sy-I/0.000159	Tr-B/0.000005	Tr-I/0.000145	unct-B/0.000002	unct-I/0.000707
,	PUNC	O/1.000000	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/1.000000	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
无	CHN	O/0.999916	Bo-B/0.000009	Bo-I/0.000000	Ch-B/0.000010	Ch-I/0.000000	DT-B/0.000002	DT-I/0.000000	O/0.999916	Si-B/0.000003	Si-I/0.000000	Sy-B/0.000048	Sy-I/0.000000	Tr-B/0.000007	Tr-I/0.000000	unct-B/0.000004	unct-I/0.000000
压	CHN	Sy-B/0.997571	Bo-B/0.000005	Bo-I/0.000000	Ch-B/0.000007	Ch-I/0.000002	DT-B/0.000005	DT-I/0.000011	O/0.002146	Si-B/0.000025	Si-I/0.000003	Sy-B/0.997571	Sy-I/0.000176	Tr-B/0.000021	Tr-I/0.000003	unct-B/0.000017	unct-I/0.000008
痛	CHN	Sy-I/0.997750	Bo-B/0.000001	Bo-I/0.000003	Ch-B/0.000001	Ch-I/0.000002	DT-B/0.000001	DT-I/0.000042	O/0.002122	Si-B/0.000000	Si-I/0.000032	Sy-B/0.000001	Sy-I/0.997750	Tr-B/0.000001	Tr-I/0.000017	unct-B/0.000000	unct-I/0.000027
,	PUNC	O/0.999999	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999999	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
肝	CHN	O/0.923800	Bo-B/0.060513	Bo-I/0.000120	Ch-B/0.007514	Ch-I/0.000008	DT-B/0.000186	DT-I/0.000010	O/0.923800	Si-B/0.000890	Si-I/0.000001	Sy-B/0.002213	Sy-I/0.000001	Tr-B/0.000692	Tr-I/0.000003	unct-B/0.004036	unct-I/0.000013
脾	CHN	O/0.923125	Bo-B/0.000071	Bo-I/0.063453	Ch-B/0.000112	Ch-I/0.007223	DT-B/0.000025	DT-I/0.000129	O/0.923125	Si-B/0.000093	Si-I/0.000535	Sy-B/0.000153	Sy-I/0.001821	Tr-B/0.000209	Tr-I/0.000593	unct-B/0.000031	unct-I/0.002427
未	CHN	O/0.997844	Bo-B/0.000005	Bo-I/0.000312	Ch-B/0.000002	Ch-I/0.000485	DT-B/0.000001	DT-I/0.000024	O/0.997844	Si-B/0.000001	Si-I/0.000081	Sy-B/0.000015	Sy-I/0.000603	Tr-B/0.000003	Tr-I/0.000326	unct-B/0.000001	unct-I/0.000297
及	CHN	O/0.999605	Bo-B/0.000000	Bo-I/0.000003	Ch-B/0.000001	Ch-I/0.000002	DT-B/0.000000	DT-I/0.000003	O/0.999605	Si-B/0.000000	Si-I/0.000029	Sy-B/0.000001	Sy-I/0.000305	Tr-B/0.000001	Tr-I/0.000010	unct-B/0.000000	unct-I/0.000039
,	PUNC	O/0.999953	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999953	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000044	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
双	CHN	Bo-B/0.985710	Bo-B/0.985710	Bo-I/0.000067	Ch-B/0.001128	Ch-I/0.000001	DT-B/0.000101	DT-I/0.000005	O/0.010819	Si-B/0.000759	Si-I/0.000001	Sy-B/0.001079	Sy-I/0.000001	Tr-B/0.000183	Tr-I/0.000002	unct-B/0.000142	unct-I/0.000003
下	CHN	Bo-I/0.987564	Bo-B/0.000463	Bo-I/0.987564	Ch-B/0.000010	Ch-I/0.000687	DT-B/0.000005	DT-I/0.000025	O/0.010232	Si-B/0.000006	Si-I/0.000283	Sy-B/0.000006	Sy-I/0.000603	Tr-B/0.000016	Tr-I/0.000070	unct-B/0.000006	unct-I/0.000026
肢	CHN	Bo-I/0.988238	Bo-B/0.000004	Bo-I/0.988238	Ch-B/0.000002	Ch-I/0.000483	DT-B/0.000001	DT-I/0.000012	O/0.010723	Si-B/0.000002	Si-I/0.000123	Sy-B/0.000003	Sy-I/0.000362	Tr-B/0.000004	Tr-I/0.000032	unct-B/0.000003	unct-I/0.000008
无	CHN	O/0.998363	Bo-B/0.000005	Bo-I/0.001141	Ch-B/0.000003	Ch-I/0.000017	DT-B/0.000010	DT-I/0.000075	O/0.998363	Si-B/0.000005	Si-I/0.000014	Sy-B/0.000029	Sy-I/0.000171	Tr-B/0.000016	Tr-I/0.000037	unct-B/0.000013	unct-I/0.000099
水	CHN	Sy-B/0.998791	Bo-B/0.000006	Bo-I/0.000002	Ch-B/0.000006	Ch-I/0.000001	DT-B/0.000002	DT-I/0.000006	O/0.000823	Si-B/0.000019	Si-I/0.000005	Sy-B/0.998791	Sy-I/0.000275	Tr-B/0.000036	Tr-I/0.000011	unct-B/0.000005	unct-I/0.000013
肿	CHN	Sy-I/0.998958	Bo-B/0.000001	Bo-I/0.000009	Ch-B/0.000002	Ch-I/0.000008	DT-B/0.000001	DT-I/0.000024	O/0.000828	Si-B/0.000001	Si-I/0.000039	Sy-B/0.000005	Sy-I/0.998958	Tr-B/0.000001	Tr-I/0.000074	unct-B/0.000001	unct-I/0.000046
。	PUNC	O/0.999994	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999994	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000005	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
辅	CHN	O/0.998588	Bo-B/0.000360	Bo-I/0.000002	Ch-B/0.000813	Ch-I/0.000001	DT-B/0.000025	DT-I/0.000001	O/0.998588	Si-B/0.000045	Si-I/0.000000	Sy-B/0.000055	Sy-I/0.000001	Tr-B/0.000066	Tr-I/0.000001	unct-B/0.000042	unct-I/0.000000
助	CHN	O/0.998781	Bo-B/0.000005	Bo-I/0.000217	Ch-B/0.000082	Ch-I/0.000731	DT-B/0.000002	DT-I/0.000007	O/0.998781	Si-B/0.000016	Si-I/0.000027	Sy-B/0.000015	Sy-I/0.000038	Tr-B/0.000023	Tr-I/0.000044	unct-B/0.000002	unct-I/0.000010
检	CHN	O/0.999057	Bo-B/0.000007	Bo-I/0.000007	Ch-B/0.000150	Ch-I/0.000602	DT-B/0.000002	DT-I/0.000008	O/0.999057	Si-B/0.000008	Si-I/0.000031	Sy-B/0.000029	Sy-I/0.000025	Tr-B/0.000030	Tr-I/0.000036	unct-B/0.000001	unct-I/0.000006
查	CHN	O/0.998661	Bo-B/0.000017	Bo-I/0.000008	Ch-B/0.000061	Ch-I/0.000903	DT-B/0.000010	DT-I/0.000061	O/0.998661	Si-B/0.000018	Si-I/0.000054	Sy-B/0.000054	Sy-I/0.000041	Tr-B/0.000022	Tr-I/0.000068	unct-B/0.000008	unct-I/0.000012
:	PUNC	O/0.999995	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000001	DT-B/0.000000	DT-I/0.000000	O/0.999995	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000001	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000001	unct-B/0.000000	unct-I/0.000000
(	PUNC	O/0.999985	Bo-B/0.000002	Bo-I/0.000000	Ch-B/0.000004	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999985	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000005	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000001	unct-I/0.000000
2	NUM	O/0.999965	Bo-B/0.000002	Bo-I/0.000002	Ch-B/0.000005	Ch-I/0.000001	DT-B/0.000010	DT-I/0.000000	O/0.999965	Si-B/0.000004	Si-I/0.000000	Sy-B/0.000004	Sy-I/0.000002	Tr-B/0.000004	Tr-I/0.000000	unct-B/0.000001	unct-I/0.000000
0	NUM	O/0.999968	Bo-B/0.000001	Bo-I/0.000001	Ch-B/0.000019	Ch-I/0.000000	DT-B/0.000001	DT-I/0.000000	O/0.999968	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000003	Sy-I/0.000002	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
1	NUM	O/0.999976	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000002	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999976	Si-B/0.000001	Si-I/0.000000	Sy-B/0.000017	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
5	NUM	O/0.999681	Bo-B/0.000015	Bo-I/0.000004	Ch-B/0.000016	Ch-I/0.000000	DT-B/0.000002	DT-I/0.000000	O/0.999681	Si-B/0.000007	Si-I/0.000001	Sy-B/0.000241	Sy-I/0.000025	Tr-B/0.000005	Tr-I/0.000000	unct-B/0.000001	unct-I/0.000000
-	PUNC	O/0.999390	Bo-B/0.000047	Bo-I/0.000025	Ch-B/0.000025	Ch-I/0.000009	DT-B/0.000004	DT-I/0.000001	O/0.999390	Si-B/0.000017	Si-I/0.000004	Sy-B/0.000185	Sy-I/0.000277	Tr-B/0.000011	Tr-I/0.000002	unct-B/0.000003	unct-I/0.000001
6	NUM	O/0.999200	Bo-B/0.000023	Bo-I/0.000075	Ch-B/0.000035	Ch-I/0.000011	DT-B/0.000012	DT-I/0.000001	O/0.999200	Si-B/0.000017	Si-I/0.000010	Sy-B/0.000166	Sy-I/0.000427	Tr-B/0.000014	Tr-I/0.000004	unct-B/0.000004	unct-I/0.000001
-	PUNC	O/0.999360	Bo-B/0.000008	Bo-I/0.000035	Ch-B/0.000066	Ch-I/0.000009	DT-B/0.000003	DT-I/0.000001	O/0.999360	Si-B/0.000008	Si-I/0.000007	Sy-B/0.000022	Sy-I/0.000468	Tr-B/0.000007	Tr-I/0.000003	unct-B/0.000002	unct-I/0.000001
1	NUM	O/0.999733	Bo-B/0.000005	Bo-I/0.000009	Ch-B/0.000010	Ch-I/0.000013	DT-B/0.000004	DT-I/0.000000	O/0.999733	Si-B/0.000008	Si-I/0.000003	Sy-B/0.000008	Sy-I/0.000199	Tr-B/0.000004	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000000
8	NUM	O/0.999883	Bo-B/0.000004	Bo-I/0.000004	Ch-B/0.000014	Ch-I/0.000002	DT-B/0.000003	DT-I/0.000000	O/0.999883	Si-B/0.000025	Si-I/0.000004	Sy-B/0.000009	Sy-I/0.000039	Tr-B/0.000009	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000000
我	CHN	O/0.999483	Bo-B/0.000035	Bo-I/0.000002	Ch-B/0.000032	Ch-I/0.000007	DT-B/0.000006	DT-I/0.000004	O/0.999483	Si-B/0.000049	Si-I/0.000024	Sy-B/0.000178	Sy-I/0.000016	Tr-B/0.000148	Tr-I/0.000009	unct-B/0.000006	unct-I/0.000002
院	CHN	O/0.999224	Bo-B/0.000015	Bo-I/0.000033	Ch-B/0.000023	Ch-I/0.000029	DT-B/0.000008	DT-I/0.000060	O/0.999224	Si-B/0.000015	Si-I/0.000087	Sy-B/0.000055	Sy-I/0.000197	Tr-B/0.000019	Tr-I/0.000201	unct-B/0.000007	unct-I/0.000026
)	PUNC	O/0.999730	Bo-B/0.000001	Bo-I/0.000000	Ch-B/0.000246	Ch-I/0.000005	DT-B/0.000001	DT-I/0.000000	O/0.999730	Si-B/0.000003	Si-I/0.000001	Sy-B/0.000008	Sy-I/0.000001	Tr-B/0.000002	Tr-I/0.000001	unct-B/0.000001	unct-I/0.000001
头	CHN	Ch-B/0.719556	Bo-B/0.002870	Bo-I/0.000008	Ch-B/0.719556	Ch-I/0.002489	DT-B/0.001464	DT-I/0.000135	O/0.205783	Si-B/0.016852	Si-I/0.000038	Sy-B/0.046080	Sy-I/0.000004	Tr-B/0.003456	Tr-I/0.000035	unct-B/0.001152	unct-I/0.000080
C	ENG	Ch-I/0.729060	Bo-B/0.000511	Bo-I/0.001437	Ch-B/0.161246	Ch-I/0.729060	DT-B/0.000270	DT-I/0.000421	O/0.068206	Si-B/0.000818	Si-I/0.009659	Sy-B/0.002344	Sy-I/0.022935	Tr-B/0.000754	Tr-I/0.001268	unct-B/0.000421	unct-I/0.000648
T	ENG	Ch-I/0.897030	Bo-B/0.000101	Bo-I/0.001614	Ch-B/0.000119	Ch-I/0.897030	DT-B/0.000068	DT-I/0.000249	O/0.070749	Si-B/0.000049	Si-I/0.008027	Sy-B/0.000046	Sy-I/0.019885	Tr-B/0.000046	Tr-I/0.001228	unct-B/0.000107	unct-I/0.000683
示	CHN	O/0.992802	Bo-B/0.000012	Bo-I/0.000030	Ch-B/0.000011	Ch-I/0.006429	DT-B/0.000008	DT-I/0.000062	O/0.992802	Si-B/0.000004	Si-I/0.000243	Sy-B/0.000002	Sy-I/0.000341	Tr-B/0.000004	Tr-I/0.000032	unct-B/0.000006	unct-I/0.000014
:	PUNC	O/0.999988	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000003	DT-B/0.000000	DT-I/0.000000	O/0.999988	Si-B/0.000003	Si-I/0.000001	Sy-B/0.000001	Sy-I/0.000001	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
“	PUNC	O/0.999519	Bo-B/0.000011	Bo-I/0.000000	Ch-B/0.000036	Ch-I/0.000000	DT-B/0.000007	DT-I/0.000001	O/0.999519	Si-B/0.000253	Si-I/0.000006	Sy-B/0.000127	Sy-I/0.000000	Tr-B/0.000025	Tr-I/0.000000	unct-B/0.000011	unct-I/0.000002
大	CHN	Si-B/0.889587	Bo-B/0.003220	Bo-I/0.000009	Ch-B/0.002922	Ch-I/0.000004	DT-B/0.000934	DT-I/0.000029	O/0.086962	Si-B/0.889587	Si-I/0.000824	Sy-B/0.002301	Sy-I/0.000016	Tr-B/0.011867	Tr-I/0.000016	unct-B/0.001280	unct-I/0.000030
脑	CHN	Si-I/0.895970	Bo-B/0.000043	Bo-I/0.001837	Ch-B/0.000177	Ch-I/0.001797	DT-B/0.000027	DT-I/0.000225	O/0.020883	Si-B/0.069624	Si-I/0.895970	Sy-B/0.000168	Sy-I/0.000952	Tr-B/0.000300	Tr-I/0.007499	unct-B/0.000098	unct-I/0.000401
纵	CHN	Si-I/0.970397	Bo-B/0.000022	Bo-I/0.000973	Ch-B/0.000110	Ch-I/0.001447	DT-B/0.000011	DT-I/0.000082	O/0.011120	Si-B/0.009024	Si-I/0.970397	Sy-B/0.000146	Sy-I/0.000871	Tr-B/0.000225	Tr-I/0.005332	unct-B/0.000026	unct-I/0.000216
裂	CHN	Si-I/0.981179	Bo-B/0.000008	Bo-I/0.000525	Ch-B/0.000069	Ch-I/0.001307	DT-B/0.000005	DT-I/0.000043	O/0.008173	Si-B/0.003096	Si-I/0.981179	Sy-B/0.000057	Sy-I/0.000893	Tr-B/0.000117	Tr-I/0.004406	unct-B/0.000010	unct-I/0.000113
脂	CHN	Si-I/0.984866	Bo-B/0.000002	Bo-I/0.000253	Ch-B/0.000028	Ch-I/0.001266	DT-B/0.000003	DT-I/0.000041	O/0.007949	Si-B/0.000517	Si-I/0.984866	Sy-B/0.000025	Sy-I/0.000870	Tr-B/0.000083	Tr-I/0.004017	unct-B/0.000005	unct-I/0.000074
肪	CHN	Si-I/0.984414	Bo-B/0.000020	Bo-I/0.000100	Ch-B/0.000040	Ch-I/0.001303	DT-B/0.000008	DT-I/0.000149	O/0.008474	Si-B/0.000028	Si-I/0.984414	Sy-B/0.000105	Sy-I/0.000874	Tr-B/0.000167	Tr-I/0.004200	unct-B/0.000005	unct-I/0.000114
瘤	CHN	Si-I/0.980247	Bo-B/0.000028	Bo-I/0.000231	Ch-B/0.000021	Ch-I/0.001706	DT-B/0.000019	DT-I/0.000899	O/0.009915	Si-B/0.000010	Si-I/0.980247	Sy-B/0.000019	Sy-I/0.001115	Tr-B/0.000015	Tr-I/0.005467	unct-B/0.000018	unct-I/0.000291
”	PUNC	O/0.999315	Bo-B/0.000007	Bo-I/0.000028	Ch-B/0.000006	Ch-I/0.000005	DT-B/0.000004	DT-I/0.000003	O/0.999315	Si-B/0.000002	Si-I/0.000539	Sy-B/0.000002	Sy-I/0.000005	Tr-B/0.000003	Tr-I/0.000013	unct-B/0.000003	unct-I/0.000063
。	PUNC	O/0.999980	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000011	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999980	Si-B/0.000001	Si-I/0.000002	Sy-B/0.000003	Sy-I/0.000000	Tr-B/0.000001	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000001
心	CHN	Ch-B/0.977751	Bo-B/0.000937	Bo-I/0.000001	Ch-B/0.977751	Ch-I/0.000435	DT-B/0.000420	DT-I/0.000019	O/0.017644	Si-B/0.001246	Si-I/0.000005	Sy-B/0.000464	Sy-I/0.000001	Tr-B/0.000524	Tr-I/0.000003	unct-B/0.000545	unct-I/0.000005
电	CHN	Ch-I/0.981032	Bo-B/0.000009	Bo-I/0.000081	Ch-B/0.000620	Ch-I/0.981032	DT-B/0.000003	DT-I/0.000068	O/0.016675	Si-B/0.000008	Si-I/0.000867	Sy-B/0.000039	Sy-I/0.000174	Tr-B/0.000046	Tr-I/0.000282	unct-B/0.000003	unct-I/0.000094
图	CHN	Ch-I/0.980662	Bo-B/0.000007	Bo-I/0.000081	Ch-B/0.000017	Ch-I/0.980662	DT-B/0.000005	DT-I/0.000097	O/0.017515	Si-B/0.000005	Si-I/0.000918	Sy-B/0.000010	Sy-I/0.000200	Tr-B/0.000006	Tr-I/0.000385	unct-B/0.000004	unct-I/0.000088
:	PUNC	O/0.999998	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000000	Ch-I/0.000002	DT-B/0.000000	DT-I/0.000000	O/0.999998	Si-B/0.000000	Si-I/0.000000	Sy-B/0.000000	Sy-I/0.000000	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
窦	CHN	O/0.981205	Bo-B/0.001049	Bo-I/0.000005	Ch-B/0.000714	Ch-I/0.000002	DT-B/0.000172	DT-I/0.000010	O/0.981205	Si-B/0.005778	Si-I/0.000023	Sy-B/0.010380	Sy-I/0.000004	Tr-B/0.000362	Tr-I/0.000002	unct-B/0.000288	unct-I/0.000007
性	CHN	O/0.982079	Bo-B/0.000008	Bo-I/0.000658	Ch-B/0.000029	Ch-I/0.000501	DT-B/0.000007	DT-I/0.000150	O/0.982079	Si-B/0.000173	Si-I/0.005748	Sy-B/0.000070	Sy-I/0.010093	Tr-B/0.000041	Tr-I/0.000226	unct-B/0.000007	unct-I/0.000208
心	CHN	O/0.983405	Bo-B/0.000010	Bo-I/0.000033	Ch-B/0.000089	Ch-I/0.000202	DT-B/0.000008	DT-I/0.000186	O/0.983405	Si-B/0.000066	Si-I/0.005722	Sy-B/0.001158	Sy-I/0.008804	Tr-B/0.000030	Tr-I/0.000152	unct-B/0.000004	unct-I/0.000130
律	CHN	O/0.983281	Bo-B/0.000026	Bo-I/0.000019	Ch-B/0.000053	Ch-I/0.000251	DT-B/0.000016	DT-I/0.000354	O/0.983281	Si-B/0.000029	Si-I/0.005746	Sy-B/0.000098	Sy-I/0.009775	Tr-B/0.000034	Tr-I/0.000164	unct-B/0.000014	unct-I/0.000141
,	PUNC	O/0.999872	Bo-B/0.000000	Bo-I/0.000000	Ch-B/0.000001	Ch-I/0.000000	DT-B/0.000000	DT-I/0.000000	O/0.999872	Si-B/0.000000	Si-I/0.000003	Sy-B/0.000050	Sy-I/0.000072	Tr-B/0.000000	Tr-I/0.000000	unct-B/0.000000	unct-I/0.000000
T	ENG	O/0.971102	Bo-B/0.000202	Bo-I/0.000008	Ch-B/0.001893	Ch-I/0.000024	DT-B/0.000038	DT-I/0.000010	O/0.971102	Si-B/0.000184	Si-I/0.000007	Sy-B/0.026002	Sy-I/0.000214	Tr-B/0.000086	Tr-I/0.000007	unct-B/0.000214	unct-I/0.000009
波	CHN	O/0.965772	Bo-B/0.000023	Bo-I/0.000096	Ch-B/0.000089	Ch-I/0.000602	DT-B/0.000018	DT-I/0.000012	O/0.965772	Si-B/0.000368	Si-I/0.000118	Sy-B/0.006250	Sy-I/0.026445	Tr-B/0.000095	Tr-I/0.000048	unct-B/0.000030	unct-I/0.000035
改	CHN	O/0.949243	Bo-B/0.000069	Bo-I/0.000022	Ch-B/0.000081	Ch-I/0.000417	DT-B/0.000012	DT-I/0.000045	O/0.949243	Si-B/0.000093	Si-I/0.000449	Sy-B/0.016062	Sy-I/0.033068	Tr-B/0.000218	Tr-I/0.000120	unct-B/0.000021	unct-I/0.000081
变	CHN	O/0.947101	Bo-B/0.000109	Bo-I/0.000099	Ch-B/0.000232	Ch-I/0.000442	DT-B/0.000056	DT-I/0.000249	O/0.947101	Si-B/0.000110	Si-I/0.000651	Sy-B/0.000417	Sy-I/0.049774	Tr-B/0.000123	Tr-I/0.000359	unct-B/0.000048	unct-I/0.000229
。	PUNC	O/0.999749	Bo-B/0.000004	Bo-I/0.000004	Ch-B/0.000006	Ch-I/0.000005	DT-B/0.000004	DT-I/0.000004	O/0.999749	Si-B/0.000006	Si-I/0.000003	Sy-B/0.000015	Sy-I/0.000175	Tr-B/0.000005	Tr-I/0.000008	unct-B/0.000004	unct-I/0.000007

